"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 03월 30일","1,936.10","1,922.40","1,940.00","1,917.80","2.38K","1.25%"
"2022년 03월 29일","1,912.20","1,922.40","1,929.40","1,888.30","128.05K","-1.42%"
"2022년 03월 28일","1,939.80","1,958.70","1,959.80","1,915.70","181.37K","-0.74%"
"2022년 03월 25일","1,954.20","1,957.80","1,965.10","1,942.60","147.90K","-0.41%"
"2022년 03월 24일","1,962.20","1,944.10","1,967.20","1,937.40","181.20K","1.29%"
"2022년 03월 23일","1,937.30","1,920.90","1,948.80","1,915.60","153.31K","0.82%"
"2022년 03월 22일","1,921.50","1,936.10","1,939.50","1,909.80","153.28K","-0.41%"
"2022년 03월 21일","1,929.50","1,922.40","1,941.80","1,917.20","146.41K","0.01%"
"2022년 03월 18일","1,929.30","1,943.90","1,946.20","1,918.00","150.88K","-0.72%"
"2022년 03월 17일","1,943.20","1,928.40","1,951.00","1,924.00","149.83K","1.78%"
"2022년 03월 16일","1,909.20","1,920.10","1,930.10","1,895.20","195.46K","-1.06%"
"2022년 03월 15일","1,929.70","1,953.70","1,956.90","1,908.10","220.37K","-1.59%"
"2022년 03월 14일","1,960.80","1,988.70","1,994.80","1,952.00","162.20K","-1.22%"
"2022년 03월 11일","1,985.00","2,000.30","2,004.00","1,960.60","262.09K","-0.77%"
"2022년 03월 10일","2,000.40","1,992.80","2,015.10","1,975.00","303.27K","0.61%"
"2022년 03월 09일","1,988.20","2,060.20","2,068.50","1,981.00","360.35K","-2.70%"
"2022년 03월 08일","2,043.30","2,001.00","2,078.80","1,985.80","447.65K","2.37%"
"2022년 03월 07일","1,995.90","1,978.50","2,007.50","1,964.20","372.19K","1.49%"
"2022년 03월 04일","1,966.60","1,938.50","1,974.90","1,931.50","241.53K","1.59%"
"2022년 03월 03일","1,935.90","1,931.70","1,944.60","1,923.10","180.21K","0.71%"
"2022년 03월 02일","1,922.30","1,945.30","1,951.40","1,916.00","227.98K","-1.11%"
"2022년 03월 01일","1,943.80","1,908.40","1,952.60","1,903.00","224.00K","2.27%"
"2022년 02월 28일","1,900.70","1,921.00","1,935.20","1,892.20","249.27K","0.69%"
"2022년 02월 25일","1,887.60","1,906.50","1,925.00","1,884.40","229.78K","-1.96%"
"2022년 02월 24일","1,925.40","1,911.10","1,975.00","1,880.00","2.71K","0.84%"
"2022년 02월 23일","1,909.40","1,900.30","1,911.50","1,890.40","1.98K","0.16%"
"2022년 02월 22일","1,906.40","1,902.50","1,916.80","1,888.70","2.19K","-0.30%"
"2022년 02월 21일","1,912.05","1,907.80","1,918.30","1,889.70","-","0.21%"
"2022년 02월 20일","1,908.00","1,900.80","1,909.35","1,900.80","-","0.48%"
"2022년 02월 18일","1,898.80","1,901.20","1,903.50","1,887.50","0.64K","-0.12%"
"2022년 02월 17일","1,901.00","1,870.60","1,902.30","1,869.90","0.96K","1.63%"
"2022년 02월 16일","1,870.50","1,854.30","1,873.40","1,851.70","0.43K","0.83%"
"2022년 02월 15일","1,855.10","1,872.00","1,880.10","1,844.70","0.88K","-0.71%"
"2022년 02월 14일","1,868.30","1,861.40","1,875.00","1,851.10","0.86K","1.48%"
"2022년 02월 11일","1,841.10","1,827.40","1,866.40","1,821.50","0.95K","0.26%"
"2022년 02월 10일","1,836.40","1,833.10","1,842.20","1,821.00","0.79K","0.04%"
"2022년 02월 09일","1,835.60","1,826.10","1,835.80","1,824.70","0.88K","0.48%"
"2022년 02월 08일","1,826.80","1,820.70","1,828.70","1,815.70","0.93K","0.33%"
"2022년 02월 07일","1,820.80","1,807.80","1,823.30","1,807.80","1.41K","0.77%"
"2022년 02월 04일","1,806.80","1,804.60","1,814.50","1,792.40","1.62K","0.20%"
"2022년 02월 03일","1,803.20","1,806.80","1,807.60","1,787.80","1.18K","-0.35%"
"2022년 02월 02일","1,809.50","1,800.30","1,810.50","1,794.50","1.22K","0.48%"
"2022년 02월 01일","1,800.80","1,798.10","1,808.70","1,796.00","2.54K","0.27%"
"2022년 01월 31일","1,796.00","1,791.80","1,800.00","1,785.70","1.37K","0.57%"
"2022년 01월 28일","1,785.80","1,798.40","1,799.10","1,779.70","1.30K","-0.41%"
"2022년 01월 27일","1,793.10","1,819.00","1,821.40","1,790.60","196.04K","-2.00%"
"2022년 01월 26일","1,829.70","1,848.00","1,850.20","1,814.10","270.03K","-1.23%"
"2022년 01월 25일","1,852.50","1,843.60","1,854.20","1,834.40","197.80K","0.59%"
"2022년 01월 24일","1,841.70","1,835.20","1,844.90","1,829.30","244.33K","0.54%"
"2022년 01월 21일","1,831.80","1,840.60","1,843.70","1,828.40","225.25K","-0.59%"
"2022년 01월 20일","1,842.60","1,840.10","1,848.50","1,836.20","233.86K","-0.03%"
"2022년 01월 19일","1,843.20","1,812.90","1,843.90","1,809.00","318.49K","1.70%"
"2022년 01월 18일","1,812.40","1,818.70","1,822.90","1,804.70","362.94K","-0.37%"
"2022년 01월 17일","1,819.05","1,815.85","1,822.90","1,812.25","-","0.18%"
"2022년 01월 16일","1,815.75","1,816.40","1,818.10","1,815.15","-","-0.04%"
"2022년 01월 14일","1,816.50","1,822.10","1,829.30","1,814.20","174.94K","-0.27%"
"2022년 01월 13일","1,821.40","1,825.70","1,828.30","1,811.80","215.52K","-0.32%"
"2022년 01월 12일","1,827.30","1,821.30","1,828.20","1,814.40","192.98K","0.48%"
"2022년 01월 11일","1,818.50","1,801.30","1,823.10","1,799.70","184.15K","1.10%"
"2022년 01월 10일","1,798.80","1,796.40","1,802.00","1,789.30","173.04K","0.08%"
"2022년 01월 07일","1,797.40","1,791.00","1,798.40","1,781.30","238.93K","0.46%"
"2022년 01월 06일","1,789.20","1,810.60","1,811.60","1,785.40","238.64K","-1.97%"
"2022년 01월 05일","1,825.10","1,815.20","1,830.70","1,808.20","173.34K","0.58%"
"2022년 01월 04일","1,814.60","1,801.10","1,817.20","1,798.10","167.71K","0.81%"
"2022년 01월 03일","1,800.10","1,830.10","1,833.00","1,798.20","168.31K","-1.56%"
"2021년 12월 31일","1,828.60","1,817.00","1,831.40","1,815.40","106.60K","0.80%"
"2021년 12월 30일","1,814.10","1,805.60","1,818.10","1,796.20","113.43K","0.52%"
"2021년 12월 29일","1,804.80","1,805.00","1,807.10","1,788.40","0.62K","-0.29%"
"2021년 12월 28일","1,810.10","1,812.00","1,820.00","1,805.30","0.61K","0.12%"
"2021년 12월 27일","1,808.00","1,808.40","1,813.30","1,803.70","1.19K","-0.12%"
"2021년 12월 24일","1,810.10","1,810.10","1,810.10","1,810.10","-","-0.05%"
"2021년 12월 23일","1,811.00","1,804.90","1,810.80","1,799.80","0.77K","0.53%"
"2021년 12월 22일","1,801.50","1,789.80","1,805.00","1,785.90","1.00K","0.76%"
"2021년 12월 21일","1,788.00","1,790.70","1,799.90","1,784.70","0.47K","-0.32%"
"2021년 12월 20일","1,793.80","1,798.50","1,803.50","1,789.00","0.42K","-0.57%"
"2021년 12월 17일","1,804.10","1,800.10","1,814.10","1,796.50","0.79K","0.37%"
"2021년 12월 16일","1,797.40","1,778.30","1,799.30","1,775.00","0.47K","1.92%"
"2021년 12월 15일","1,763.60","1,770.40","1,779.80","1,754.30","1.13K","-0.43%"
"2021년 12월 14일","1,771.30","1,786.10","1,787.70","1,766.00","0.44K","-0.90%"
"2021년 12월 13일","1,787.30","1,783.00","1,790.20","1,781.60","0.36K","0.20%"
"2021년 12월 10일","1,783.80","1,775.20","1,789.40","1,769.60","0.45K","0.46%"
"2021년 12월 09일","1,775.70","1,783.20","1,786.80","1,774.30","0.31K","-0.49%"
"2021년 12월 08일","1,784.50","1,784.00","1,790.90","1,779.80","1.04K","0.05%"
"2021년 12월 07일","1,783.60","1,778.20","1,786.50","1,771.80","0.55K","0.29%"
"2021년 12월 06일","1,778.50","1,786.80","1,786.80","1,775.30","0.35K","-0.25%"
"2021년 12월 03일","1,782.90","1,770.40","1,785.90","1,765.90","0.84K","1.21%"
"2021년 12월 02일","1,761.60","1,782.20","1,782.50","1,761.80","0.93K","-1.20%"
"2021년 12월 01일","1,783.00","1,776.00","1,792.40","1,772.50","1.27K","0.45%"
"2021년 11월 30일","1,775.10","1,785.80","1,809.60","1,770.00","1.75K","-0.49%"
"2021년 11월 29일","1,783.80","1,794.50","1,800.20","1,781.10","1.77K","-0.10%"
"2021년 11월 26일","1,785.50","1,789.60","1,816.30","1,778.60","186.80K","-0.38%"
"2021년 11월 25일","1,792.40","1,789.80","1,795.30","1,787.75","-","0.45%"
"2021년 11월 24일","1,784.30","1,789.80","1,796.20","1,777.40","203.24K","0.03%"
"2021년 11월 23일","1,783.80","1,807.10","1,812.50","1,781.70","311.35K","-1.25%"
"2021년 11월 22일","1,806.30","1,848.30","1,850.40","1,802.40","352.86K","-2.45%"
"2021년 11월 19일","1,851.60","1,860.80","1,868.10","1,844.20","234.08K","-0.53%"
"2021년 11월 18일","1,861.40","1,869.50","1,873.30","1,856.60","186.06K","-0.47%"
"2021년 11월 17일","1,870.20","1,851.60","1,870.60","1,851.10","172.42K","0.87%"
"2021년 11월 16일","1,854.10","1,864.90","1,879.50","1,851.00","220.43K","-0.67%"
"2021년 11월 15일","1,866.60","1,872.60","1,873.00","1,858.50","221.21K","-0.10%"
"2021년 11월 12일","1,868.50","1,864.30","1,871.40","1,847.50","201.36K","0.25%"
"2021년 11월 11일","1,863.90","1,851.50","1,868.70","1,845.10","205.31K","0.84%"
"2021년 11월 10일","1,848.30","1,834.50","1,870.60","1,823.00","352.79K","0.96%"
"2021년 11월 09일","1,830.80","1,826.90","1,834.80","1,821.00","224.41K","0.15%"
"2021년 11월 08일","1,828.00","1,820.60","1,828.30","1,813.80","200.41K","0.62%"
"2021년 11월 05일","1,816.80","1,792.60","1,820.10","1,785.30","299.62K","1.30%"
"2021년 11월 04일","1,793.50","1,769.90","1,800.30","1,769.30","222.61K","1.68%"
"2021년 11월 03일","1,763.90","1,789.20","1,789.30","1,758.50","257.43K","-1.43%"
"2021년 11월 02일","1,789.40","1,794.80","1,797.80","1,787.40","145.79K","-0.36%"
"2021년 11월 01일","1,795.80","1,785.30","1,797.50","1,780.20","143.33K","0.67%"
"2021년 10월 29일","1,783.90","1,801.50","1,802.90","1,772.40","254.51K","-1.04%"
"2021년 10월 28일","1,802.60","1,798.70","1,812.70","1,793.10","220.88K","0.27%"
"2021년 10월 27일","1,797.80","1,789.40","1,799.00","1,785.80","0.54K","0.30%"
"2021년 10월 26일","1,792.50","1,808.60","1,808.80","1,783.30","0.58K","-0.76%"
"2021년 10월 25일","1,806.20","1,793.50","1,810.10","1,793.30","0.22K","0.58%"
"2021년 10월 22일","1,795.70","1,786.00","1,813.50","1,785.00","0.31K","0.81%"
"2021년 10월 21일","1,781.30","1,782.40","1,788.80","1,778.00","0.12K","-0.17%"
"2021년 10월 20일","1,784.40","1,768.50","1,789.00","1,768.40","0.32K","0.82%"
"2021년 10월 19일","1,769.90","1,764.10","1,785.00","1,763.00","0.22K","0.27%"
"2021년 10월 18일","1,765.10","1,767.10","1,770.20","1,760.20","2.18K","-0.15%"
"2021년 10월 15일","1,767.70","1,796.80","1,796.80","1,766.30","0.88K","-1.65%"
"2021년 10월 14일","1,797.30","1,793.00","1,800.70","1,788.10","0.43K","0.18%"
"2021년 10월 13일","1,794.10","1,760.40","1,796.10","1,758.50","0.41K","2.01%"
"2021년 10월 12일","1,758.70","1,752.30","1,769.50","1,751.40","0.55K","0.21%"
"2021년 10월 11일","1,755.10","1,754.00","1,759.80","1,752.30","0.12K","-0.10%"
"2021년 10월 08일","1,756.80","1,757.10","1,780.60","1,755.00","0.62K","-0.10%"
"2021년 10월 07일","1,758.60","1,763.30","1,766.20","1,753.20","0.47K","-0.15%"
"2021년 10월 06일","1,761.20","1,757.70","1,765.40","1,745.80","0.39K","0.06%"
"2021년 10월 05일","1,760.20","1,768.90","1,768.90","1,748.10","0.32K","-0.38%"
"2021년 10월 04일","1,766.90","1,760.40","1,769.50","1,747.30","0.55K","0.52%"
"2021년 10월 01일","1,757.70","1,755.90","1,764.30","1,750.00","0.15K","0.08%"
"2021년 09월 30일","1,756.30","1,725.90","1,763.40","1,723.30","0.39K","1.98%"
"2021년 09월 29일","1,722.20","1,733.50","1,745.10","1,721.50","0.84K","-0.79%"
"2021년 09월 28일","1,735.90","1,748.10","1,751.90","1,726.40","15.75K","-0.81%"
"2021년 09월 27일","1,750.00","1,750.00","1,758.70","1,744.10","9.86K","0.02%"
"2021년 09월 24일","1,749.70","1,741.30","1,755.60","1,738.30","9.36K","0.11%"
"2021년 09월 23일","1,747.70","1,766.90","1,774.50","1,736.30","10.63K","-1.63%"
"2021년 09월 22일","1,776.70","1,773.10","1,785.90","1,762.80","6.34K","0.03%"
"2021년 09월 21일","1,776.10","1,763.40","1,780.80","1,756.30","11.49K","0.81%"
"2021년 09월 20일","1,761.80","1,752.00","1,766.00","1,740.50","3.66K","0.71%"
"2021년 09월 17일","1,749.40","1,751.10","1,765.40","1,745.40","8.31K","-0.30%"
"2021년 09월 16일","1,754.60","1,793.50","1,795.10","1,743.50","11.97K","-2.12%"
"2021년 09월 15일","1,792.60","1,804.20","1,806.00","1,789.80","2.66K","-0.69%"
"2021년 09월 14일","1,805.00","1,792.80","1,808.40","1,778.60","5.78K","0.71%"
"2021년 09월 13일","1,792.30","1,787.50","1,797.80","1,782.30","2.76K","0.13%"
"2021년 09월 10일","1,789.90","1,794.40","1,803.70","1,786.50","2.94K","-0.44%"
"2021년 09월 09일","1,797.80","1,789.50","1,800.80","1,783.70","6.41K","0.37%"
"2021년 09월 08일","1,791.20","1,794.10","1,802.20","1,780.80","3.91K","-0.28%"
"2021년 09월 07일","1,796.30","1,831.50","1,831.50","1,791.80","8.86K","-1.61%"
"2021년 09월 06일","1,825.65","1,829.95","1,830.65","1,823.65","-","-0.24%"
"2021년 09월 05일","1,830.05","1,832.20","1,832.50","1,829.65","-","-0.08%"
"2021년 09월 03일","1,831.50","1,809.50","1,834.50","1,809.00","5.23K","1.22%"
"2021년 09월 02일","1,809.40","1,814.20","1,817.10","1,804.60","3.45K","-0.24%"
"2021년 09월 01일","1,813.80","1,815.00","1,820.20","1,808.80","5.39K","-0.11%"
"2021년 08월 31일","1,815.80","1,810.00","1,819.50","1,801.30","5.15K","0.33%"
"2021년 08월 30일","1,809.80","1,819.00","1,823.60","1,807.80","2.78K","-0.37%"
"2021년 08월 27일","1,816.60","1,794.60","1,818.70","1,786.70","1.22K","1.35%"
"2021년 08월 26일","1,792.40","1,790.00","1,796.10","1,780.70","0.57K","0.23%"
"2021년 08월 25일","1,788.20","1,802.10","1,802.10","1,782.50","0.91K","-0.98%"
"2021년 08월 24일","1,805.90","1,804.80","1,809.40","1,800.00","0.50K","0.13%"
"2021년 08월 23일","1,803.60","1,780.70","1,805.50","1,775.90","0.78K","1.25%"
"2021년 08월 20일","1,781.40","1,779.50","1,787.80","1,778.00","0.62K","0.04%"
"2021년 08월 19일","1,780.60","1,787.20","1,792.20","1,774.00","0.40K","-0.08%"
"2021년 08월 18일","1,782.10","1,785.70","1,793.00","1,776.50","0.56K","-0.19%"
"2021년 08월 17일","1,785.50","1,786.50","1,794.50","1,779.60","1.12K","-0.10%"
"2021년 08월 16일","1,787.20","1,777.70","1,787.90","1,770.40","0.86K","0.66%"
"2021년 08월 13일","1,775.50","1,752.00","1,778.60","1,751.30","1.00K","1.50%"
"2021년 08월 12일","1,749.30","1,750.90","1,756.50","1,740.10","0.30K","-0.09%"
"2021년 08월 11일","1,750.80","1,727.40","1,754.00","1,723.10","0.95K","1.26%"
"2021년 08월 10일","1,729.00","1,728.60","1,736.50","1,716.00","0.71K","0.30%"
"2021년 08월 09일","1,723.80","1,762.80","1,762.80","1,690.10","1.82K","-2.07%"
"2021년 08월 06일","1,760.30","1,803.70","1,803.70","1,756.80","1.99K","-2.51%"
"2021년 08월 05일","1,805.70","1,811.40","1,814.30","1,796.70","0.90K","-0.30%"
"2021년 08월 04일","1,811.20","1,810.50","1,832.10","1,805.00","2.01K","0.03%"
"2021년 08월 03일","1,810.70","1,813.10","1,814.00","1,806.50","0.46K","-0.44%"
"2021년 08월 02일","1,818.70","1,813.40","1,819.60","1,804.90","0.79K","0.29%"
"2021년 07월 30일","1,813.50","1,829.20","1,831.60","1,809.80","1.64K","-1.03%"
"2021년 07월 29일","1,832.30","1,807.80","1,833.80","1,807.50","3.65K","1.81%"
"2021년 07월 28일","1,799.70","1,798.60","1,809.00","1,790.70","209.78K","-0.01%"
"2021년 07월 27일","1,799.80","1,797.10","1,805.40","1,792.80","177.04K","0.03%"
"2021년 07월 26일","1,799.20","1,802.30","1,812.00","1,796.00","204.55K","-0.14%"
"2021년 07월 23일","1,801.80","1,807.70","1,810.70","1,789.10","236.76K","-0.20%"
"2021년 07월 22일","1,805.40","1,803.90","1,808.40","1,791.90","193.32K","0.11%"
"2021년 07월 21일","1,803.40","1,810.60","1,814.40","1,794.30","218.64K","-0.44%"
"2021년 07월 20일","1,811.40","1,813.50","1,825.90","1,805.20","221.14K","0.12%"
"2021년 07월 19일","1,809.20","1,811.60","1,818.00","1,795.00","249.68K","-0.32%"
"2021년 07월 16일","1,815.00","1,830.70","1,832.70","1,809.50","184.66K","-0.77%"
"2021년 07월 15일","1,829.00","1,828.70","1,835.00","1,820.60","175.61K","0.22%"
"2021년 07월 14일","1,825.00","1,808.30","1,831.10","1,804.90","229.88K","0.83%"
"2021년 07월 13일","1,809.90","1,806.70","1,818.00","1,798.70","242.18K","0.22%"
"2021년 07월 12일","1,805.90","1,808.50","1,811.00","1,791.00","201.42K","-0.26%"
"2021년 07월 09일","1,810.60","1,803.20","1,813.00","1,796.60","185.58K","0.58%"
"2021년 07월 08일","1,800.20","1,803.80","1,819.50","1,793.50","249.34K","-0.11%"
"2021년 07월 07일","1,802.10","1,797.00","1,810.20","1,794.10","171.08K","0.44%"
"2021년 07월 06일","1,794.20","1,787.50","1,815.70","1,784.70","276.60K","0.16%"
"2021년 07월 05일","1,791.30","1,786.50","1,794.65","1,784.75","-","0.27%"
"2021년 07월 04일","1,786.40","1,788.00","1,788.00","1,785.80","-","0.17%"
"2021년 07월 02일","1,783.30","1,777.50","1,795.90","1,774.40","205.86K","0.37%"
"2021년 07월 01일","1,776.80","1,770.80","1,783.40","1,765.90","171.44K","0.29%"
"2021년 06월 30일","1,771.60","1,761.90","1,774.70","1,753.20","177.89K","0.45%"
"2021년 06월 29일","1,763.60","1,778.80","1,779.20","1,750.10","239.91K","-0.91%"
"2021년 06월 28일","1,779.80","1,780.30","1,783.50","1,770.00","0.89K","0.16%"
"2021년 06월 25일","1,777.00","1,776.00","1,789.90","1,772.90","0.52K","0.07%"
"2021년 06월 24일","1,775.80","1,778.00","1,787.20","1,772.50","0.49K","-0.38%"
"2021년 06월 23일","1,782.50","1,777.20","1,794.50","1,772.90","0.50K","0.34%"
"2021년 06월 22일","1,776.50","1,785.30","1,789.00","1,771.10","0.83K","-0.33%"
"2021년 06월 21일","1,782.30","1,763.80","1,785.40","1,763.80","0.69K","0.79%"
"2021년 06월 18일","1,768.40","1,774.00","1,796.50","1,761.40","1.36K","-0.34%"
"2021년 06월 17일","1,774.50","1,811.40","1,824.00","1,767.90","3.63K","-4.61%"
"2021년 06월 16일","1,860.20","1,859.80","1,864.20","1,804.20","1.69K","0.27%"
"2021년 06월 15일","1,855.20","1,866.80","1,868.80","1,852.10","0.36K","-0.50%"
"2021년 06월 14일","1,864.60","1,878.30","1,878.30","1,844.80","1.22K","-0.73%"
"2021년 06월 11일","1,878.40","1,900.30","1,904.50","1,875.00","0.82K","-0.89%"
"2021년 06월 10일","1,895.20","1,890.20","1,901.00","1,871.30","0.98K","0.05%"
"2021년 06월 09일","1,894.20","1,893.00","1,900.40","1,888.00","0.69K","0.06%"
"2021년 06월 08일","1,893.10","1,900.60","1,904.90","1,885.00","1.57K","-0.24%"
"2021년 06월 07일","1,897.60","1,893.30","1,901.40","1,882.50","0.64K","0.36%"
"2021년 06월 04일","1,890.80","1,872.10","1,897.30","1,855.00","0.96K","1.00%"
"2021년 06월 03일","1,872.10","1,909.60","1,909.60","1,866.40","1.35K","-1.92%"
"2021년 06월 02일","1,908.70","1,900.20","1,910.30","1,895.20","1.34K","0.26%"
"2021년 06월 01일","1,903.70","1,905.90","1,917.40","1,893.20","2.09K","-0.39%"
"2021년 05월 31일","1,911.15","1,906.80","1,913.40","1,904.85","-","0.23%"
"2021년 05월 30일","1,906.75","1,907.60","1,907.90","1,906.10","-","0.14%"
"2021년 05월 28일","1,904.00","1,898.30","1,907.30","1,883.10","1.50K","0.37%"
"2021년 05월 27일","1,896.90","1,898.00","1,904.50","1,890.00","1.13K","-0.23%"
"2021년 05월 26일","1,901.20","1,900.00","1,913.30","1,890.70","170.53K","0.17%"
"2021년 05월 25일","1,898.00","1,881.20","1,901.20","1,873.20","316.67K","0.72%"
"2021년 05월 24일","1,884.50","1,883.50","1,887.90","1,875.70","183.31K","0.42%"
"2021년 05월 21일","1,876.70","1,878.10","1,890.30","1,870.30","234.29K","-0.28%"
"2021년 05월 20일","1,881.90","1,869.90","1,885.30","1,864.20","223.57K","0.02%"
"2021년 05월 19일","1,881.50","1,870.20","1,891.30","1,852.20","398.21K","0.72%"
"2021년 05월 18일","1,868.00","1,867.30","1,875.90","1,863.50","229.02K","0.02%"
"2021년 05월 17일","1,867.60","1,845.90","1,869.30","1,841.10","267.71K","1.60%"
"2021년 05월 14일","1,838.10","1,826.40","1,847.10","1,819.00","224.38K","0.77%"
"2021년 05월 13일","1,824.00","1,816.20","1,829.10","1,808.40","249.93K","0.07%"
"2021년 05월 12일","1,822.80","1,838.20","1,844.70","1,813.00","339.21K","-0.72%"
"2021년 05월 11일","1,836.10","1,836.20","1,842.50","1,817.80","311.10K","-0.08%"
"2021년 05월 10일","1,837.60","1,835.40","1,846.30","1,830.50","269.71K","0.34%"
"2021년 05월 07일","1,831.30","1,815.40","1,844.60","1,813.40","367.70K","0.86%"
"2021년 05월 06일","1,815.70","1,787.00","1,818.60","1,781.80","287.63K","1.76%"
"2021년 05월 05일","1,784.30","1,778.40","1,788.10","1,769.30","178.81K","0.47%"
"2021년 05월 04일","1,776.00","1,793.20","1,799.50","1,769.20","246.59K","-0.88%"
"2021년 05월 03일","1,791.80","1,768.10","1,798.90","1,765.60","204.54K","1.36%"
"2021년 04월 30일","1,767.70","1,772.40","1,773.30","1,763.30","167.29K","-0.03%"
"2021년 04월 29일","1,768.30","1,781.90","1,789.90","1,754.60","231.52K","-0.29%"
"2021년 04월 28일","1,773.50","1,775.50","1,780.00","1,762.50","0.76K","-0.26%"
"2021년 04월 27일","1,778.20","1,780.30","1,784.30","1,773.90","0.27K","-0.07%"
"2021년 04월 26일","1,779.40","1,775.00","1,782.50","1,768.20","0.75K","0.12%"
"2021년 04월 23일","1,777.30","1,784.00","1,795.20","1,771.50","0.37K","-0.24%"
"2021년 04월 22일","1,781.50","1,794.50","1,797.20","1,776.80","0.29K","-0.62%"
"2021년 04월 21일","1,792.70","1,777.40","1,797.70","1,776.00","0.74K","0.85%"
"2021년 04월 20일","1,777.60","1,769.50","1,779.20","1,763.00","1.09K","0.45%"
"2021년 04월 19일","1,769.70","1,777.20","1,789.40","1,766.20","0.70K","-0.54%"
"2021년 04월 16일","1,779.30","1,764.20","1,783.50","1,759.70","0.45K","0.76%"
"2021년 04월 15일","1,765.80","1,735.30","1,768.60","1,733.70","0.58K","1.76%"
"2021년 04월 14일","1,735.30","1,745.00","1,749.00","1,731.60","0.63K","-0.64%"
"2021년 04월 13일","1,746.50","1,732.00","1,748.40","1,722.50","0.60K","0.86%"
"2021년 04월 12일","1,731.60","1,742.40","1,743.20","1,726.10","0.33K","-0.70%"
"2021년 04월 09일","1,743.80","1,755.30","1,757.10","1,731.00","0.64K","-0.76%"
"2021년 04월 08일","1,757.10","1,737.50","1,758.30","1,733.60","0.69K","0.95%"
"2021년 04월 07일","1,740.50","1,743.00","1,743.00","1,730.50","0.36K","-0.09%"
"2021년 04월 06일","1,742.00","1,727.30","1,745.00","1,727.30","0.79K","0.83%"
"2021년 04월 05일","1,727.70","1,726.60","1,733.20","1,720.90","0.43K","0.02%"
"2021년 04월 01일","1,727.30","1,707.90","1,730.40","1,705.70","1.32K","0.75%"
